"","County","Waterbody.Name","Station.Name","WBIC","Site.Seq.No","Swims.Station.Id","Fishkill.Inv.Seq.No","Investigation.Start.Date","Season","Season1","Year","Stream.Miles.or.Lake.Acres.Affected","Confidence.Of.Cause.Code","Cause.Category","Cause.Type","Primary.Land.Use","Mortality.Code","Detail.Cause.Type","Investigation.Start.Month","Cause.Category.4","Min.Kill.Size","Sunnies","Bluegill","Crappie","Bass","Bullhead","Suckerfish","Trout","Gizzard.Shad","Round.Goby","Cisco","Pike","Snail","Muskies","Walleye","Carp","Sheapshead","Perch","Catfish","Sculpin","Stickleback","Minnow","Bigmouth.Buffalo","Pumpkinseed","Drum","Darter","Dace","Chub","Crayfish","Redhorse","Frogs","Sunfish","Golden.Shiner","Blowfin","Dogfish","Sturgeon","X..Fish.Species.Confirmed","Panfish","Game.Fish","Estimated.Numeric.Kill.Size","Activity.Desc","Recommended.Action.Desc","Fish.Kill.Comment"
"100","DANE","STARKWEATHER CREEK","STARTWATER CREEK -- OLBRICH PARK BOAT RAMP",805100,20407,10017832,2735,"23-Jun-2012","Summer","Summer",2012,0.1,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","park land and  boat launch","SELECTIVE","DISSOLVED OXYGEN","Jun","SUMMERKILL","Fair Number","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3,"UNKNOWN","UNKNOWN",100.02,"no other relevant info","press releases when weather establishes these stressful conditions","There were several hundred fish dead in the Starkweather Creek on 06-23-12. The fish were primarily 2-4 inch bluegills that appeared to have been dead for several days. There were also a few LM bass and perch. There was no evidence of any contaminants (other than the usual amount of boat gas/oil) in the water.   "
"101","DANE","WEST BRANCH SUGAR RIVER","WEST BRANCH SUGAR RIVER AT SCHLIMGEN RD",886100,65251375,10037878,2980,"22-Jul-2012","Summer","Summer",2012,1,"SUSPECTED","ANTHROPOGENIC","TOXICITY","Agricultural","SELECTIVE","ANTHROPOGENIC CONDITION","Jul","ANTHROPOGENIC CONDITION","Few","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",25.2,"","","reported to Hotline Sunday  7/22, investigated by DNR Law enforcement. Fish were well decayed.  Approx  20 dead fish observed from CTH G downstream to Primrose center rd. "
"102","DANE","YAHARA RIVER","YAHARA RIVER - YAHARA RD",798300,2520,133469,2733,"15-Jun-2012","Summer","Summer",2012,0.5,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","rural residential","SELECTIVE","DISSOLVED OXYGEN","Jun","SUMMERKILL","Large Number","UNKNOWN","UNKNOWN","UNKNOWN","1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",2,"UNKNOWN","UNKNOWN",200.1,"none of relevence","- news releases in local media","300-400 small centrachids, 12 large mouth bass juvenilles, some small number of minnows - all in areas of heavy vegetative growth, slow and shallow water areas "
"103","DODGE","BEAVER DAM LAKE","BEAVER DAM LAKE_GENERAL LAKE STATION",835100,122053,10001269,420,"29-May-2007","Summer","Winter",2007,NA,"SUSPECTED","ANTHROPOGENIC","INFECTIOUS AGENTS","","SELECTIVE","COLUMNARIS","May","INFECTIOUS AGENT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50,"","",""
"104","DODGE","BEAVER DAM LAKE","BEAVER DAM LAKE_GENERAL LAKE STATION",835100,122053,10001269,1980,"13-Apr-2011","Summer","Winter",2011,6542,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","residential and agricultural","SELECTIVE","COLUMNARIS","Apr","INFECTIOUS AGENT","Fair Number","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN",1408.4,"Remaining ice on lake melted in the last few days.  Bays had warmed up to 58 degrees Fahrenheit water temp.  Dissolved Oxygen was at 117%.  pH was at 8.04.","Fish samples were taken from the lake and sent to the State Lab.  Collected fish were examined by investigators for gill condition, as columnaris was believed to be the cause.  Columnaris has been known to affect fish species during conditions of high abundance, spawning stress, and water temperatures.","Kill limited to only yellow bass.  Fish at all stages were seen around the entire lake as well as in the Beaver Dam river downstream of the dam."
"105","DODGE","BEAVER DAM RIVER","BEAVER DAM RIVER BELOW THE DAM",831400,64314975,10037761,2838,"07-Jul-2012","Summer","Summer",2012,1,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","municipal","SELECTIVE","DISSOLVED OXYGEN","Jul","SUMMERKILL","UNKNOWN","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3,"UNKNOWN","UNKNOWN",50.2,"","","Most of the dead fish were northern pike.  Channel catfish and carp stacked up below the dam."
"106","DODGE","BUTLER CREEK","BUTLER CREEK",857500,104436,104436,21,"09-Apr-2004","Summer","Winter",2004,2,"KNOWN","ANTHROPOGENIC","ENVIRONMENTAL CONDITION","Agriculture","TOTAL","ANTHROPOGENIC CONDITION","Apr","ANTHROPOGENIC CONDITION","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",52,"Milkhouse dairy operation","",""
"107","DODGE","BUTLER CREEK","BUTLER CREEK",857500,104455,104455,55,"13-Jun-2005","Summer","Summer",2005,2,"KNOWN","ANTHROPOGENIC","TOXICITY","","TOTAL","ANTHROPOGENIC CONDITION","Jun","ANTHROPOGENIC CONDITION","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",52,"agricultural","Warden Christian and Heim will meet with farmer to discuss situation further in light of previuos citation issued in 2204.",""
"108","DODGE","DEAD CREEK","DEAD CREEK",860000,104454,104454,54,"06-Jun-2005","Summer","Summer",2005,5,"SUSPECTED","UNKNOWN","ENVIRONMENTAL CONDITION","agricultural","SELECTIVE","DISSOLVED OXYGEN","Jun","SUMMERKILL","Fair Number","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN",101,"Agriculture","",""
"109","DODGE","EAST BRANCH ROCK RIVER","ROCK RIVER-EAST BRANCH -- GREENHEAD LANDING EAST BRANCH ROCK RIVER",861400,20430,10017855,2809,"06-Jul-2012","Summer","Summer",2012,4,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","agricultural and wildlife area","SELECTIVE","DIRECT TEMPERATURE STRESS","Jul","SUMMERKILL","UNKNOWN","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN",50.8,"","","Northern Pike fish kills happening all over."
"110","DODGE","FOX LAKE","FOX LAKE",835800,76642,10001255,2844,"09-Jul-2012","Summer","Summer",2012,2713,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","residential and agricultural","SELECTIVE","DIRECT TEMPERATURE STRESS","Jul","SUMMERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1,"UNKNOWN","UNKNOWN",592.6,"","","Mainly northern pike being reported"
"111","DODGE","NO NAME CREEK","NO NAME CREEK AT ZION CHURCH RD - SUNSET FARMS",866200,30185840,10030505,1590,"27-Aug-2009","Summer","Summer",2009,6.14,"SUSPECTED","ANTHROPOGENIC","TOXICITY","Agricultural","TOTAL","ANTHROPOGENIC CONDITION","Aug","ANTHROPOGENIC CONDITION","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1","1","1","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",3,"UNKNOWN","UNKNOWN",56.14,"Farming, some residential","Aeration or pumping was not feasible at the time.  Further investigation to assess total kill over time.","Highly important indicator species such as mottled sculpin and brook sticklebacks found dead.  Toxic plume even killed tolerant central mudminnows."
"112","DODGE","ROCK RIVER","ROCK RIVER (HORICON MARSH UPSTREAM) - JOHN DEERE MANUFACTURING PLANT",788800,104418,104418,38,"31-Jan-2005","Winter","Winter",2005,0.1,"SUSPECTED","ANTHROPOGENIC","ENVIRONMENTAL CONDITION","urban, agricultural watershed","SELECTIVE","ANTHROPOGENIC CONDITION","Jan","ANTHROPOGENIC CONDITION","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50.02,"John Deere manufacturing plant, downtown Horicon businesses, Horicon Marsh located upstream.","Improved dam operation and communication between USFWS and DNR.  Possible flow gauge installation to monitor river flows so that John Deere can avoid discharging during low flow periods and avoid inducing future fish kills.  John Deere has suggested diverting flow to other outfalls and temporarily diverting cooling water to the sanitary sewer.",""
"113","DODGE","ROCK RIVER","ROCK RIVER AT HUSTISFORD, WI",788800,2768,143341,1753,"25-May-2010","Summer","Winter",2010,0.6,"SUSPECTED","ANTHROPOGENIC","ANTHROPOGENIC CONDITION","Residential and industrial","SELECTIVE","ANTHROPOGENIC CONDITION","May","ANTHROPOGENIC CONDITION","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50.12,"","Better organization and communication between dam operators.  No closing of dams when high air temperatures are forcasted.",""
"114","DODGE","ROCK RIVER","ROCK RIVER AT HUSTISFORD, WI",788800,2768,143341,2702,"21-Jun-2012","Summer","Summer",2012,0.66,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","half park, half industrial","SELECTIVE","DISSOLVED OXYGEN","Jun","SUMMERKILL","Large Number","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",200.132,"","","D.O. above the dam was also at only 2.2 mg/L and the lake itself was only around 6.0.  Thousands of fish were seen dead.  You could walk across the stream in multiple areas and there were several pools that could trap fish along with a large area of shallow riffle that would have made downstream migration very difficult."
"115","DODGE","ROCK RIVER","ROCK RIVER AT HUSTISFORD, WI",788800,2768,143341,3101,"07-Sep-2012","Summer","Summer",2012,0.13,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","Industrial/Residential/Park","TOTAL","DISSOLVED OXYGEN","Sep","SUMMERKILL","Large Number","0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0",9,"UNKNOWN","UNKNOWN",200.13,"","","Around 1000 bigmouth buffalo, 1000 channel catfish, 500 common carp, and small numbers of bluegill, black crappie, yellow perch, walleye, largemouth bass, pumpkinseed, and black bullhead were found dead on Friday, September 7th.  On Monday, September 10th, only around 200 more bigmouth buffalo were seen dead.  The cool weather and rain over the weekend helped save the remaining live fish.  Many more fish were seen scattering away than on Friday."
"116","DODGE","ROCK RIVER","ROCK RIVER-HORICON",788800,104407,104407,413,"04-Jun-2007","Summer","Summer",2007,0.1,"KNOWN","UNKNOWN","ENVIRONMENTAL CONDITION","","TOTAL","ANTHROPOGENIC CONDITION","Jun","ANTHROPOGENIC CONDITION","Excludable","0","0","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,"UNKNOWN","UNKNOWN",0,"","Monitor power output during different flow periods",""
"117","DODGE","ROCK RIVER","ROCK RIVER-HORICON",788800,104407,104407,2718,"20-Jun-2012","Summer","Summer",2012,0.5,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","city/residential","SELECTIVE","DISSOLVED OXYGEN","Jun","SUMMERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",50.1,"","RAIN!!!!","Long period of hot dry weather coupled with large populations of fish created a localized area of low D.O. that caused the fish kill"
"118","DODGE","WEST BRANCH ROCK RIVER","WEST BRANCH ROCK RIVER - PEACHY ROAD",861300,64515100,10037824,2828,"06-Jul-2012","Summer","Summer",2012,4,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","Federal wildlife refuge","SELECTIVE","DISSOLVED OXYGEN","Jul","SUMMERKILL","Large Number","0","0","0","0","0","1","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5,"UNKNOWN","UNKNOWN",200.8,"","","Dan Heim saw 1000 fish total northern pike, walleye, white suckers and carp mid morning on 7/6/12.  Wendy Woyczik saw dead carp in the marsh and 3000 dead northern pike in the West Branch early afternoon on the same day.  Jon Krapfl noted 3000 dead carp on 8/14/12 while looking for botulism-affected birds."
"119","DOOR","AHNAPEE RIVER","AHNAPEE RIVER - AHNAPEE RIVER 100 FEET BELOW MILL POND",94800,10088788,10012296,1189,"30-Jun-2008","Summer","Summer",2008,0.25,"KNOWN","ANTHROPOGENIC","ANTHROPOGENIC CONDITION","Agricultural","TOTAL","ANTHROPOGENIC CONDITION","Jun","ANTHROPOGENIC CONDITION","UNKNOWN","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN",50.25,"Upstream is an agricultural area and the County Park is used for recreation.","Recommend to Door County that if future draw downs are needed that DNR should be informed and flow should be maintained in the Ahnapee River downstream of dam to protect fish.",""
"120","DOOR","CLARK LAKE","CLARK LAKE - CLARK LAKE",97700,2970,155001,3351,"24-Jul-2013","Summer","Summer",2013,0.25,"UNKNOWN","UNKNOWN","UNKNOWN","","SELECTIVE","UNKNOWN","Jul","EXCLUDABLE","Excludable","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",0,"No construction or agriculture. Just a quiet residential area around the lake.","None",""
"121","DOOR","HEINS CREEK","HEINS CREEK AT HWY 57 CULVERT",98400,50055,10015772,1551,"24-Jul-2009","Summer","Summer",2009,2,"KNOWN","NATURAL","UNKNOWN ENVIRONMENTAL CONDITION","Residental","TOTAL","COMPOUND ENVIRONMENTAL STRESS","Jul","SUMMERKILL","Few","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN",27,"Vacation homes","None","Killed about 250 carp, no other fish noted."
"122","DOOR","KANGAROO LAKE","KANGAROO LAKE_GENERAL LAKE STATION",98600,122496,10001285,214,"28-Mar-2007","Winter","Winter",2007,200,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","Forested/Agricultural","SELECTIVE","COMPOUND ENVIRONMENTAL STRESS","Mar","WINTERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",90,"Most of the upstream watershed is forested with scattered agriculture. The portion of Kangaroo Lake north of the causeway is lightly developed and is owned by the Nature Conservancy. The lake south of the causeway is highly developed with year round and summer residences and experiences heavy boating use.","None.",""
"123","DOOR","LAKE MICHIGAN","GREEN BAY",20,104425,104425,62,"11-Aug-2005","Summer","Summer",2005,NA,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","residential / year round homes","SELECTIVE","COMPOUND ENVIRONMENTAL STRESS","Aug","SUMMERKILL","Massive","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN",1000,"The report from the caller was 100,000s of dead and dying small fish right up against shore.  Initially, he thought they were only about two inches but once he actually measured them they were more in the 3.5 to 5 inch range.  And, from an over the phone questioning, they seemed likely to be mostly gobiesÀ","none",""
"124","DOOR","LAKE MICHIGAN","LAKE MICHIGAN -- ROWLEY BAY ACCESS",20,75094,10033738,3314,"24-Jun-2013","Summer","Summer",2013,200,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","Few","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN",65,"Sport fishing, kayaking, and water activities.  This is a popular general vacation area.","Continue to monitor at this time.","~ 50 dead smallmouth bass were counted either floating or on the bottom of two basin areas or washed up along the immediate shoreline adjacent to two basins in Rowleys Bay. I talked to 2 fisherman fishing a popular shoreline about a quarter-mile away and they indicated they had not seen any dead fish.  These dead fish could have easily washed in from a much larger area of Rowleys Bay/Lake Mich.  This is a historical bass spawning area and several surveys have been conducted over the last 20 years."
"125","DOOR","STURGEON BAY","SAWYER HARBOR_GENERAL LAKE STATION",88,112916,153262,3331,"09-Jul-2013","Summer","Summer",2013,1,"UNKNOWN","UNKNOWN","UNKNOWN","","SELECTIVE","UNKNOWN","Jul","SUMMERKILL","Fair Number","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2,"UNKNOWN","UNKNOWN",100.2,"Resort vacationers and local cottage owners. Fishing from shore or small boats is the norm.","None","Saw 50 - 60 dead rock bass and a few dead bullhead in a small area of Cabot's Cove which is in the Sawyer Harbor area off Pot. park. Fish were dead a week or two and decomposing. Didn't see any fresh, struggling or dying fish in the area."
"126","DOUGLAS","LYDON LAKE","LYDON LAKE_GENERAL LAKE STATION",2767900,111633,10002275,3289,"07-May-2013","Summer","Winter",2013,15,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","","SELECTIVE","DISSOLVED OXYGEN","May","WINTERKILL","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",53,"","None","Apparent winterkill"
"127","DOUGLAS","LYMAN LAKE","LYMAN LAKE_GENERAL LAKE STATION",2856400,122681,10001292,2379,"09-Aug-2011","Summer","Summer",2011,370,"SUSPECTED","NATURAL","ENVIRONMENTAL CONDITION","recreational and forest","SELECTIVE","DISSOLVED OXYGEN","Aug","SUMMERKILL","Fair Number","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"UNKNOWN","UNKNOWN",174,"Contacted ~12 different people who had called in to report kill.","None.  Coincidentally, a comprehensive treaty assesment will begin in the spring of 2012, so if the fish kill was signficant it may be observed then.","All species and sizes appeared to have mortality.  Most reports were of less than a dozen fish observed.  Approximately 100 dead fish at boat landing.  Likely not a large fish kill."
"128","DOUGLAS","MINONG FLOWAGE","MINONG FLOWAGE_GENERAL LAKE STATION",2692900,122750,10006699,681,"15-Jun-2007","Summer","Summer",2007,1564,"SUSPECTED","NATURAL","INFECTIOUS AGENTS","residential forestry","SELECTIVE","COLUMNARIS","Jun","INFECTIOUS AGENT","Few","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,"UNKNOWN","UNKNOWN",337.8,"nothing suspicious","none",""
"129","DOUGLAS","SAUNTRYS POCKET LAKE","SAUNTRYS POCKET LAKE_GENERAL LAKE STATION",2495600,112907,10002192,3294,"20-Jun-2013","Summer","Summer",2013,103,"KNOWN","NATURAL","ENVIRONMENTAL CONDITION","","TOTAL","DISSOLVED OXYGEN","Jun","WINTERKILL","Fair Number","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2,"UNKNOWN","UNKNOWN",203,"","None","Winterkill, ice went out around May 10th.  Phone call from riparian noticed kill on May 14th, many bluegill a few bass."
